Name,Original_price,Offer,Final_price,Distance,Rating,Number of Rating,Summary,Location,City
OYO 39708 Hotel Hill Park Grand,₹3546,32% off,₹2418,9.2 km,4,(390 Ratings),Very Good,Jubilee Hills,Hyderabad
OYO 15729 Shells Inn,₹2033,32% off,₹1387,2.9 km,4.2,(131 Ratings),Very Good,Jubilee Hills,Hyderabad
OYO 8587 Dwell Suites,₹2346,32% off,₹1600,3.2 km,4.5,(120 Ratings),Excellent,Jubilee Hills,Hyderabad
OYO 12663 Abode Platina,₹2039,32% off,₹1390,2.4 km,3.8,(269 Ratings),Good,Jubilee Hills,Hyderabad
SPOT ON 45689 Srikanth Lodge SPOT,₹731,32% off,₹499,2.1 km,NEW,,,Jubilee Hills,Hyderabad
SPOT ON 49564 Vviva Residency SPOT,₹1038,32% off,₹708,2.5 km,NEW,,,Jubilee Hills,Hyderabad
OYO 37344 Apple Homes,₹1481,32% off,₹1010,2.7 km,4,(91 Ratings),Very Good,Jubilee Hills,Hyderabad
OYO 63265 Sri Nirvana Inn,₹1910,32% off,₹1303,2.6 km,4.3,(298 Ratings),Very Good,Jubilee Hills,Hyderabad
Capital O 14502 Hotel Hill View Guest House Hitech City Deluxe,₹11778,32% off,₹8031,4.7 km,4.4,(228 Ratings),Very Good,Jubilee Hills,Hyderabad
SPOT ON 47118 Pummy Lodge SPOT,₹731,32% off,₹499,5.2 km,3.6,(196 Ratings),Good,Jubilee Hills,Hyderabad
OYO 41994 Hotel Wall Street,₹2552,32% off,₹1740,6.5 km,3.2,(195 Ratings),Fair,Jubilee Hills,Hyderabad
OYO 11400 Hotel Garden View Inn,₹2000,32% off,₹1364,5.3 km,NEW,,,Jubilee Hills,Hyderabad
OYO 24993 Royal Inn,₹7788,32% off,₹5310,4.6 km,4.5,(132 Ratings),Excellent,Jubilee Hills,Hyderabad
OYO 42104 Exotic Stay,₹3198,32% off,₹2181,6.8 km,4.5,(594 Ratings),Excellent,Jubilee Hills,Hyderabad
OYO 49037 Entco Beccun Designer Hotel,₹1430,32% off,₹975,7.2 km,4.1,(333 Ratings),Very Good,Jubilee Hills,Hyderabad
OYO 588 Jayabheri Enclave,₹6608,32% off,₹4506,7.5 km,3.8,(845 Ratings),Good,Jubilee Hills,Hyderabad
OYO 44149 Globextra,₹1810,32% off,₹1234,0.3 km,4.5,(575 Ratings),Excellent,Kondapur,Hyderabad
Capital O 15991 Silicon Ville,₹7195,32% off,₹4906,3.0 km,4.6,(1181 Ratings),Excellent,Kondapur,Hyderabad
OYO 11609 Sri Sai Residency,₹1853,32% off,₹1264,2.5 km,3.7,(391 Ratings),Good,Kondapur,Hyderabad
OYO 22425 Hotel Honey Cruise,₹1479,35% off,₹964,2.6 km,4.4,(1014 Ratings),Very Good,Kondapur,Hyderabad
OYO 732 DLF,₹1945,32% off,₹1327,3.4 km,3.6,(173 Ratings),Good,Kondapur,Hyderabad
