Name,Original_price,Offer,Final_price,Distance,Rating,Number_of_Rating,Summary,Location,City
SilverKey Executive Stays 27773 IAS Colony,1639.0,38.0,1010.0,3.1,3.8,2195.0,Good,Jubilee Hills,Hyderabad
OYO 13671 Qualia,2202.0,32.0,1501.0,3.3,4.4,496.0,Very Good,Jubilee Hills,Hyderabad
OYO 30151 Golden Hive,1862.0,32.0,1270.0,3.4,4.3,761.0,Very Good,Jubilee Hills,Hyderabad
OYO 17375 My Place Kondapur Hicc,1878.0,32.0,1281.0,7.1,3.4,440.0,Fair,Jubilee Hills,Hyderabad
OYO 7707 Corpo Suites,6592.0,32.0,4495.0,2.6,3.1,511.0,Fair,Jubilee Hills,Hyderabad
OYO 26164 Supraja Cyber View Deluxe,2803.0,32.0,1912.0,4.4,4.2,237.0,Very Good,Jubilee Hills,Hyderabad
Silverkey Executive Stays 36718 Scanda Residency,2196.0,32.0,1498.0,2.5,4.4,1395.0,Very Good,Jubilee Hills,Hyderabad
OYO Flagship 14348 Apollo Hospital,2746.0,39.0,1687.0,3.4,4.3,1422.0,Very Good,Jubilee Hills,Hyderabad
OYO 16485 Ans Cyber Castle,1967.0,38.0,1212.0,3.6,3.4,246.0,Fair,Jubilee Hills,Hyderabad
OYO 10595 Hotel Mirras,2508.0,32.0,1710.0,4.9,4.2,1346.0,Very Good,Jubilee Hills,Hyderabad
OYO 27720 Lucky Hotels Deluxe,2405.0,32.0,1640.0,7.5,4.3,92.0,Very Good,Jubilee Hills,Hyderabad
OYO 732 DLF,1777.0,32.0,1212.0,7.9,3.6,173.0,Good,Jubilee Hills,Hyderabad
OYO 62547 Dream Connect Stays,2426.0,32.0,1654.0,5.0,4.3,267.0,Very Good,Jubilee Hills,Hyderabad
OYO 15956 Aurobindo Comforts,1777.0,32.0,1212.0,5.9,4.0,161.0,Very Good,Jubilee Hills,Hyderabad
OYO 30652 Pleasant Stay Erragadda,1964.0,32.0,1339.0,4.0,4.5,294.0,Excellent,Jubilee Hills,Hyderabad
OYO 14680 Hotel Rainbow Park,2989.0,32.0,2038.0,6.4,4.7,473.0,Excellent,Jubilee Hills,Hyderabad
OYO 37495 Sunshine Hospitality Services,2076.0,32.0,1416.0,6.4,3.7,413.0,Good,Jubilee Hills,Hyderabad
OYO Townhouse 111 A3 Empire,3700.0,32.0,2523.0,7.2,4.0,2804.0,Very Good,Jubilee Hills,Hyderabad
OYO 30744 The  Gate,2140.0,32.0,1459.0,5.6,4.3,440.0,Very Good,Jubilee Hills,Hyderabad
SilverKey Executive Stays 20008 Madhapur,2460.0,41.0,1453.0,3.4,4.0,996.0,Very Good,Jubilee Hills,Hyderabad
OYO 22425 Hotel Honey Cruise,1479.0,32.0,1006.0,7.9,4.4,1014.0,Very Good,Jubilee Hills,Hyderabad
OYO Flagship 23620  VJR heights  Gachibowli,1908.0,32.0,1301.0,5.0,3.9,3383.0,Good,Jubilee Hills,Hyderabad
OYO 11316 Athithi Inn,2178.0,38.0,1348.0,7.5,3.3,697.0,Fair,Jubilee Hills,Hyderabad
Capital O 918 Hotel Nera Regency,2711.0,32.0,1849.0,2.8,4.4,909.0,Very Good,Jubilee Hills,Hyderabad
OYO 11376 Golden Park,2205.0,45.0,1212.0,8.0,4.4,1570.0,Very Good,Jubilee Hills,Hyderabad
OYO Home 44325 Alluring Stay Haksons Villas,1840.0,32.0,1255.0,4.1,4.0,99.0,Very Good,Jubilee Hills,Hyderabad
OYO 35487 Hotel Meena Grand,2090.0,32.0,1425.0,8.2,4.0,575.0,Very Good,Jubilee Hills,Hyderabad
OYO 5527 RY Hotels,2330.0,32.0,1589.0,4.5,3.8,126.0,Good,Jubilee Hills,Hyderabad
OYO 36282 Namo Suites Deluxe,2587.0,32.0,1764.0,3.7,4.0,285.0,Very Good,Jubilee Hills,Hyderabad
OYO 41679 Sri Balaji Grand,1435.0,32.0,979.0,3.2,3.6,395.0,Good,Jubilee Hills,Hyderabad
Capital O 29894 Royal Emirates,2835.0,32.0,1933.0,3.5,4.7,1845.0,Excellent,Jubilee Hills,Hyderabad
OYO 61057 Venkateswara Nest Hotel,1481.0,32.0,1010.0,2.4,3.9,152.0,Good,Jubilee Hills,Hyderabad
OYO 9405 Aditya Homes,1905.0,34.0,1251.0,8.4,4.2,636.0,Very Good,Jubilee Hills,Hyderabad
OYO 36267 Aaditya Grand,2411.0,32.0,1644.0,7.0,4.0,699.0,Very Good,Jubilee Hills,Hyderabad
OYO 28637 Gokul Grand,2142.0,32.0,1461.0,6.7,4.7,1176.0,Excellent,Jubilee Hills,Hyderabad
OYO Townhouse 005 Jubilee Hills,4044.0,36.0,2594.0,1.4,4.2,1064.0,Very Good,Jubilee Hills,Hyderabad
OYO 46419 Moon Light Hospitality,1900.0,32.0,1296.0,6.1,4.0,543.0,Very Good,Jubilee Hills,Hyderabad
OYO 10139 Hotel Palak Residency,2003.0,39.0,1215.0,7.4,3.6,537.0,Good,Jubilee Hills,Hyderabad
OYO 62215 The Victoria ,2413.0,32.0,1645.0,4.8,3.3,71.0,Fair,Jubilee Hills,Hyderabad
SPOT ON 45127 Thirumala Lodge SPOT,723.0,32.0,493.0,6.6,0.0,0.0,Yet to be summarised,Jubilee Hills,Hyderabad
OYO 14500 Hotel Hill View Guest House,3517.0,54.0,1605.0,7.0,4.5,116.0,Excellent,Jubilee Hills,Hyderabad
OYO 49130 Ravindra Nest Inn Hotel,1777.0,32.0,1212.0,6.5,3.2,286.0,Fair,Jubilee Hills,Hyderabad
OYO 1410 Country Club Begumpet,3150.0,32.0,2148.0,8.6,3.6,366.0,Good,Jubilee Hills,Hyderabad
OYO Home 60380 Primrose Cottage Rethibowli,2250.0,32.0,1534.0,5.3,3.8,86.0,Good,Jubilee Hills,Hyderabad
OYO 36468 Spacious Stay Kukattapally,2043.0,32.0,1393.0,7.0,4.3,361.0,Very Good,Jubilee Hills,Hyderabad
OYO 17206 Maanne Hospitality Services,1777.0,32.0,1212.0,2.7,4.2,81.0,Very Good,Jubilee Hills,Hyderabad
OYO Townhouse 164 Model Colony,2415.0,32.0,1647.0,7.0,4.4,1643.0,Very Good,Jubilee Hills,Hyderabad
OYO 11233 Krs Nest Luxury Rooms,2528.0,32.0,1724.0,6.6,4.1,237.0,Very Good,Jubilee Hills,Hyderabad
OYO 18302 Pride Banjara,2260.0,32.0,1541.0,7.2,0.0,0.0,Yet to be summarised,Jubilee Hills,Hyderabad
OYO 29779 Park View Inn Deluxe,2534.0,32.0,1728.0,8.6,4.1,479.0,Very Good,Jubilee Hills,Hyderabad
OYO Flagship 30254 Neknampur,1481.0,32.0,1010.0,5.5,4.3,1790.0,Very Good,Jubilee Hills,Hyderabad
OYO 29928 Royal Emirates Banjara,1481.0,32.0,1010.0,4.9,4.6,865.0,Excellent,Jubilee Hills,Hyderabad
OYO Home 48096 Jublee Homes,1862.0,32.0,1270.0,2.2,0.0,0.0,Yet to be summarised,Jubilee Hills,Hyderabad
Capital O 36115 Royal Grand Inn,2487.0,32.0,1696.0,7.2,4.0,1620.0,Very Good,Jubilee Hills,Hyderabad
OYO Townhouse 123 Raghvendra Nagar,3725.0,32.0,2540.0,6.8,4.0,2155.0,Very Good,Jubilee Hills,Hyderabad
OYO 63506 Dhana Sri Residency,2162.0,32.0,1474.0,2.1,3.6,36.0,Good,Jubilee Hills,Hyderabad
OYO 26562 Dazzle Stays Saver,1777.0,32.0,1212.0,9.4,3.9,371.0,Good,Jubilee Hills,Hyderabad
OYO 45408 Hotel Ambassador,2623.0,32.0,1789.0,8.9,4.6,1069.0,Excellent,Jubilee Hills,Hyderabad
OYO 22907 Hotel Holiday Saver,1481.0,32.0,1010.0,9.1,4.5,393.0,Excellent,Jubilee Hills,Hyderabad
OYO 16432 Sri Rama Inn,2194.0,32.0,1496.0,8.0,3.8,665.0,Good,Jubilee Hills,Hyderabad
OYO 37906 New Asian Lodge,2262.0,32.0,1543.0,8.2,3.2,349.0,Fair,Jubilee Hills,Hyderabad
OYO 43619 Sahasra Residency Deluxe,2152.0,32.0,1468.0,6.8,4.1,465.0,Very Good,Jubilee Hills,Hyderabad
Capital O 61839 Scrummys Kondapur Deluxe,2112.0,32.0,1440.0,5.3,4.4,86.0,Very Good,Jubilee Hills,Hyderabad
OYO Flagship 23191 Hotel Raj Madan Ameerpet,2029.0,40.0,1212.0,6.1,3.8,3210.0,Good,Jubilee Hills,Hyderabad
Collection O 18828 Swagath Residency,2090.0,32.0,1420.0,6.6,4.0,2111.0,Very Good,Jubilee Hills,Hyderabad
OYO 41102 Hyderabad Elite,1777.0,32.0,1212.0,9.4,4.4,804.0,Very Good,Jubilee Hills,Hyderabad
OYO Home 62424 Royal Stay Near Mantra Mall,1978.0,32.0,1349.0,9.0,4.5,49.0,Excellent,Jubilee Hills,Hyderabad
OYO 33416 Comfort Stay Forum Sujana,2095.0,32.0,1429.0,7.0,4.2,831.0,Very Good,Jubilee Hills,Hyderabad
OYO Flagship 23450 JV Colony,2256.0,32.0,1538.0,8.2,4.0,2838.0,Very Good,Jubilee Hills,Hyderabad
OYO 42887 Tenneti Towers Deluxe,1959.0,32.0,1336.0,6.7,4.6,33.0,Excellent,Jubilee Hills,Hyderabad
OYO Townhouse 009 Hitech City,3877.0,35.0,2515.0,7.6,4.3,1887.0,Very Good,Jubilee Hills,Hyderabad
OYO 60834 Kaashyapasa Homes,2260.0,32.0,1541.0,5.0,0.0,0.0,Yet to be summarised,Jubilee Hills,Hyderabad
OYO 7691 Kanha Boutique Hotel,1900.0,32.0,1296.0,7.7,3.8,713.0,Good,Jubilee Hills,Hyderabad
OYO 1074 Valley View Apartments,1777.0,32.0,1212.0,4.7,4.0,430.0,Very Good,Jubilee Hills,Hyderabad
Capital O 35958 Hotel Lake View Deluxe,2030.0,32.0,1384.0,8.4,4.0,3011.0,Very Good,Jubilee Hills,Hyderabad
OYO 47727 S Grand Saver,1481.0,32.0,1010.0,8.8,4.4,360.0,Very Good,Jubilee Hills,Hyderabad
OYO 65324 Hotel Shyam,1140.0,32.0,778.0,9.0,0.0,0.0,Yet to be summarised,Jubilee Hills,Hyderabad
OYO 45138 Hady Inn,1432.0,32.0,976.0,7.3,3.4,280.0,Fair,Jubilee Hills,Hyderabad
Capital O 14504 The Conclave,2502.0,32.0,1706.0,9.1,4.2,2164.0,Very Good,Jubilee Hills,Hyderabad
OYO 35362 My Place S R Nagar,2215.0,32.0,1510.0,5.9,4.6,843.0,Excellent,Jubilee Hills,Hyderabad
OYO Flagship 35993 Puppalaguda,1481.0,32.0,1010.0,9.0,4.2,650.0,Very Good,Jubilee Hills,Hyderabad
OYO 60120 Elegant Stay Kukatapally,2670.0,32.0,1821.0,8.3,4.5,944.0,Excellent,Jubilee Hills,Hyderabad
OYO 11321 Hotel Goutham Residency,1797.0,33.0,1212.0,3.5,3.8,278.0,Good,Jubilee Hills,Hyderabad
OYO 12237 Luxury Villas,2157.0,32.0,1471.0,7.2,3.7,144.0,Good,Jubilee Hills,Hyderabad
SPOT ON 47525 Deccan Lodge SPOT,1114.0,32.0,760.0,5.9,4.3,605.0,Very Good,Jubilee Hills,Hyderabad
OYO 4025 Hotel Meredian Orchid,1865.0,35.0,1212.0,9.2,4.1,558.0,Very Good,Jubilee Hills,Hyderabad
SilverKey Executive Stays 17012 Mj Center,2918.0,32.0,1990.0,8.0,4.2,3683.0,Very Good,Jubilee Hills,Hyderabad
OYO Townhouse 045 Lakdi ka Pul,5129.0,32.0,3497.0,10.0,4.3,1934.0,Very Good,Jubilee Hills,Hyderabad
OYO 16606 Iconic Living,1944.0,32.0,1326.0,8.4,4.3,304.0,Very Good,Jubilee Hills,Hyderabad
OYO 15141 Townvilla Guest House,2081.0,42.0,1212.0,8.2,4.5,545.0,Excellent,Jubilee Hills,Hyderabad
OYO 2006 Apartment Begumpet,1916.0,32.0,1306.0,8.5,4.3,342.0,Very Good,Jubilee Hills,Hyderabad
OYO 9004 Qube Inn,2572.0,32.0,1754.0,8.1,3.6,223.0,Good,Jubilee Hills,Hyderabad
OYO 37946 Hotel Sky Blue,2059.0,32.0,1404.0,7.1,3.8,65.0,Good,Jubilee Hills,Hyderabad
OYO 41729 Elite Stay JNTU Kukatpally,3235.0,32.0,2206.0,9.9,4.5,3834.0,Excellent,Jubilee Hills,Hyderabad
OYO 28033 Pradha Grand,2934.0,32.0,2001.0,8.3,3.6,334.0,Good,Jubilee Hills,Hyderabad
OYO 29230 Ik London Residency,2610.0,32.0,1780.0,6.6,4.3,841.0,Very Good,Jubilee Hills,Hyderabad
OYO 11310 sri supraja pride,1529.0,34.0,1010.0,9.2,4.4,437.0,Very Good,Jubilee Hills,Hyderabad
OYO Home 36074 Gv Elite Enlightining Stay,2178.0,32.0,1485.0,8.5,4.6,256.0,Excellent,Jubilee Hills,Hyderabad
OYO Flagship 15009 Secunderabad,1808.0,33.0,1212.0,9.0,3.9,3654.0,Good,Jubilee Hills,Hyderabad
OYO 14194 Hotel Deccan Lodging and Boarding,1986.0,32.0,1354.0,6.7,3.7,277.0,Good,Jubilee Hills,Hyderabad
OYO Flagship 488 JNTU,3424.0,32.0,2335.0,9.8,4.5,3154.0,Excellent,Jubilee Hills,Hyderabad
OYO Townhouse 064 Secunderabad,4994.0,32.0,3405.0,9.0,4.4,3057.0,Very Good,Jubilee Hills,Hyderabad
Capital O 45597 Hotel Riya Grand Deluxe,3363.0,32.0,2293.0,7.1,4.8,2628.0,Excellent,Jubilee Hills,Hyderabad
OYO 44275 Three Castles Executive,1166.0,32.0,795.0,8.5,4.4,515.0,Very Good,Jubilee Hills,Hyderabad
OYO 674 Hotel Manar Luxury Suites,1331.0,32.0,907.0,9.3,4.5,386.0,Excellent,Jubilee Hills,Hyderabad
OYO 4376 Imax Inn Deluxe,1983.0,32.0,1352.0,9.2,4.3,478.0,Very Good,Jubilee Hills,Hyderabad
OYO 2840 Kanha Grand,1481.0,32.0,1010.0,9.7,4.1,542.0,Very Good,Jubilee Hills,Hyderabad
OYO Townhouse 232 RP Road,3691.0,32.0,2517.0,9.7,4.1,750.0,Very Good,Jubilee Hills,Hyderabad
OYO 61858 White Ridge Deluxe,1777.0,32.0,1212.0,7.4,0.0,0.0,Yet to be summarised,Jubilee Hills,Hyderabad
SPOT ON 37214 Classic Lodge SPOT,826.0,32.0,563.0,8.3,4.8,3630.0,Excellent,Jubilee Hills,Hyderabad
OYO 9386 Hotel Mannys Plaza,2157.0,32.0,1471.0,9.2,3.2,252.0,Fair,Jubilee Hills,Hyderabad
Silverkey Executive Stays 22453 Himayat Nagar Circle,2117.0,32.0,1444.0,9.8,4.1,1387.0,Very Good,Jubilee Hills,Hyderabad
OYO 46806 Sg Comforts,1481.0,32.0,1010.0,8.6,3.9,348.0,Good,Jubilee Hills,Hyderabad
OYO 11429 Hotel Tokyo Japan Comforts,1481.0,32.0,1010.0,9.2,3.7,116.0,Good,Jubilee Hills,Hyderabad
OYO 16539 Grand Sandarshini Inn,3205.0,42.0,1859.0,9.9,4.4,56.0,Very Good,Jubilee Hills,Hyderabad
OYO 14503 Hotel Hill View Guest House Deluxe,6410.0,32.0,4371.0,4.4,4.8,166.0,Excellent,Jubilee Hills,Hyderabad
OYO 63021 Hotel Hill 9,5828.0,32.0,3974.0,3.0,4.3,167.0,Very Good,Jubilee Hills,Hyderabad
Capital O 10594 Hotel Marie Gold,10666.0,32.0,7273.0,2.9,4.1,1807.0,Very Good,Jubilee Hills,Hyderabad
SPOT ON 48422 Srinidhi Inn SPOT,874.0,32.0,596.0,4.3,3.9,402.0,Good,Jubilee Hills,Hyderabad
OYO 382 Madhura Inn,6597.0,32.0,4498.0,2.1,3.6,162.0,Good,Jubilee Hills,Hyderabad
OYO 22074 Siri Elite,1614.0,37.0,1010.0,6.0,4.4,1056.0,Very Good,Jubilee Hills,Hyderabad
OYO 47924 Vaisai Cottage,1481.0,32.0,1010.0,6.8,3.3,303.0,Fair,Jubilee Hills,Hyderabad
OYO 22904 Sai Guest House,1994.0,32.0,1360.0,2.9,0.0,0.0,Yet to be summarised,Jubilee Hills,Hyderabad
Capital O 15079 TFCC,9087.0,32.0,6196.0,5.9,4.1,1619.0,Very Good,Jubilee Hills,Hyderabad
OYO 63119 Gardenia ,1481.0,32.0,1010.0,3.4,0.0,0.0,Yet to be summarised,Jubilee Hills,Hyderabad
OYO 9968 Unique Homes,6603.0,32.0,4502.0,6.8,4.5,246.0,Excellent,Jubilee Hills,Hyderabad
OYO 49786 Gokul Guest House Deluxe,7265.0,32.0,4954.0,5.1,3.2,30.0,Fair,Jubilee Hills,Hyderabad
OYO 10434 SSR Royal Suites,2299.0,32.0,1567.0,9.8,3.9,388.0,Good,Jubilee Hills,Hyderabad
OYO 9303 Celebrity Skyhy Rooms,3176.0,52.0,1510.0,9.7,3.9,245.0,Good,Jubilee Hills,Hyderabad
OYO 11428 Hotel Krishna's Residency,6608.0,32.0,4506.0,9.7,4.4,456.0,Very Good,Jubilee Hills,Hyderabad
OYO 39708 Hotel Hill Park Grand,3546.0,32.0,2418.0,9.2,4.0,390.0,Very Good,Jubilee Hills,Hyderabad
OYO 15729 Shells Inn,2033.0,32.0,1387.0,2.9,4.2,131.0,Very Good,Jubilee Hills,Hyderabad
OYO 8587 Dwell Suites,2346.0,32.0,1600.0,3.2,4.5,120.0,Excellent,Jubilee Hills,Hyderabad
OYO 12663 Abode Platina,2039.0,32.0,1390.0,2.4,3.8,269.0,Good,Jubilee Hills,Hyderabad
SPOT ON 45689 Srikanth Lodge SPOT,731.0,32.0,499.0,2.1,0.0,0.0,Yet to be summarised,Jubilee Hills,Hyderabad
SPOT ON 49564 Vviva Residency SPOT,1038.0,32.0,708.0,2.5,0.0,0.0,Yet to be summarised,Jubilee Hills,Hyderabad
OYO 37344 Apple Homes,1481.0,32.0,1010.0,2.7,4.0,91.0,Very Good,Jubilee Hills,Hyderabad
OYO 63265 Sri Nirvana Inn,1910.0,32.0,1303.0,2.6,4.3,298.0,Very Good,Jubilee Hills,Hyderabad
Capital O 14502 Hotel Hill View Guest House Hitech City Deluxe,11778.0,32.0,8031.0,4.7,4.4,228.0,Very Good,Jubilee Hills,Hyderabad
SPOT ON 47118 Pummy Lodge SPOT,731.0,32.0,499.0,5.2,3.6,196.0,Good,Jubilee Hills,Hyderabad
OYO 41994 Hotel Wall Street,2552.0,32.0,1740.0,6.5,3.2,195.0,Fair,Jubilee Hills,Hyderabad
OYO 11400 Hotel Garden View Inn,2000.0,32.0,1364.0,5.3,0.0,0.0,Yet to be summarised,Jubilee Hills,Hyderabad
OYO 24993 Royal Inn,7788.0,32.0,5310.0,4.6,4.5,132.0,Excellent,Jubilee Hills,Hyderabad
OYO 42104 Exotic Stay,3198.0,32.0,2181.0,6.8,4.5,594.0,Excellent,Jubilee Hills,Hyderabad
OYO 49037 Entco Beccun Designer Hotel,1430.0,32.0,975.0,7.2,4.1,333.0,Very Good,Jubilee Hills,Hyderabad
OYO 588 Jayabheri Enclave,6608.0,32.0,4506.0,7.5,3.8,845.0,Good,Jubilee Hills,Hyderabad
OYO 44149 Globextra,1810.0,32.0,1234.0,0.3,4.5,575.0,Excellent,Kondapur,Hyderabad
Capital O 15991 Silicon Ville,7195.0,32.0,4906.0,3.0,4.6,1181.0,Excellent,Kondapur,Hyderabad
OYO 11609 Sri Sai Residency,1853.0,32.0,1264.0,2.5,3.7,391.0,Good,Kondapur,Hyderabad
OYO 22425 Hotel Honey Cruise,1479.0,35.0,964.0,2.6,4.4,1014.0,Very Good,Kondapur,Hyderabad
OYO 732 DLF,1945.0,32.0,1327.0,3.4,3.6,173.0,Good,Kondapur,Hyderabad
OYO 17375 My Place Kondapur Hicc,1878.0,32.0,1281.0,2.9,3.4,440.0,Fair,Kondapur,Hyderabad
Capital O 14499 Hotel Hill View Guest House Kondapur Deluxe,4984.0,32.0,3398.0,1.8,4.4,670.0,Very Good,Kondapur,Hyderabad
OYO 27720 Lucky Hotels Deluxe,2502.0,32.0,1706.0,3.0,4.3,92.0,Very Good,Kondapur,Hyderabad
OYO Townhouse 034 Hitech City Road,3874.0,43.0,2226.0,3.2,4.0,2127.0,Very Good,Kondapur,Hyderabad
OYO Townhouse 111 A3 Empire,3700.0,32.0,2523.0,1.7,4.0,2804.0,Very Good,Kondapur,Hyderabad
Capital O 12384 Hotel Serene Majestic Deluxe,3446.0,32.0,2350.0,2.3,4.4,2028.0,Very Good,Kondapur,Hyderabad
Capital O 18592 M Hotel Deluxe,2508.0,32.0,1710.0,2.1,4.3,2399.0,Very Good,Kondapur,Hyderabad
OYO 49452 Nakshatra ,1857.0,32.0,1267.0,2.3,3.9,340.0,Good,Kondapur,Hyderabad
OYO 14680 Hotel Rainbow Park,2989.0,32.0,2038.0,1.9,4.7,473.0,Excellent,Kondapur,Hyderabad
OYO 9405 Aditya Homes,1905.0,34.0,1251.0,4.4,4.2,636.0,Very Good,Kondapur,Hyderabad
Collection O 44177 Patrika Nagar,3118.0,32.0,2126.0,3.0,4.5,1571.0,Excellent,Kondapur,Hyderabad
OYO 15956 Aurobindo Comforts,1777.0,32.0,1212.0,1.0,4.0,161.0,Very Good,Kondapur,Hyderabad
OYO 11919 Dock Inn,2225.0,32.0,1517.0,5.6,4.3,98.0,Very Good,Kondapur,Hyderabad
SilverKey Executive Stays 28060 JV Colony,1932.0,32.0,1318.0,3.8,4.0,1433.0,Very Good,Kondapur,Hyderabad
OYO 45707 Comfort Stay Kantivanam Colony,1805.0,32.0,1231.0,2.1,3.9,93.0,Good,Kondapur,Hyderabad
OYO 62254 Premium Stay Hitech City,2134.0,32.0,1455.0,3.8,4.4,1289.0,Very Good,Kondapur,Hyderabad
OYO 8941 Hotel Golden Leaves,2449.0,32.0,1670.0,5.3,4.4,728.0,Very Good,Kondapur,Hyderabad
OYO 37495 Sunshine Hospitality Services,2076.0,32.0,1416.0,4.2,3.7,413.0,Good,Kondapur,Hyderabad
Capital O 6422 Luxor Park,2737.0,32.0,1867.0,6.6,4.5,1914.0,Excellent,Kondapur,Hyderabad
OYO Townhouse 123 Raghvendra Nagar,3725.0,32.0,2540.0,1.4,4.0,2155.0,Very Good,Kondapur,Hyderabad
Capital O 36115 Royal Grand Inn,2487.0,32.0,1696.0,2.7,4.0,1620.0,Very Good,Kondapur,Hyderabad
OYO 49130 Ravindra Nest Inn Hotel,1777.0,32.0,1212.0,2.0,3.2,286.0,Fair,Kondapur,Hyderabad
OYO Flagship 23450 JV Colony,2082.0,32.0,1420.0,3.7,4.0,2838.0,Very Good,Kondapur,Hyderabad
OYO 46419 Moon Light Hospitality,1900.0,32.0,1296.0,2.3,4.0,543.0,Very Good,Kondapur,Hyderabad
OYO Townhouse 009 Hitech City,3877.0,35.0,2515.0,1.2,4.3,1887.0,Very Good,Kondapur,Hyderabad
OYO Flagship 23620  VJR heights  Gachibowli,1845.0,32.0,1258.0,2.8,3.9,3383.0,Good,Kondapur,Hyderabad
Capital O 23502 Hotel Millennium Grand,4121.0,32.0,2810.0,7.1,4.3,1783.0,Very Good,Kondapur,Hyderabad
Capital O 9003 Deccan Inn Deluxe,2830.0,32.0,1930.0,6.0,4.8,3290.0,Excellent,Kondapur,Hyderabad
OYO 26164 Supraja Cyber View Deluxe,2970.0,32.0,2025.0,3.9,4.2,237.0,Very Good,Kondapur,Hyderabad
OYO 10596 Hotel Indu,1967.0,32.0,1342.0,4.0,4.6,654.0,Excellent,Kondapur,Hyderabad
OYO 36468 Spacious Stay Kukattapally,2134.0,32.0,1455.0,3.7,4.3,361.0,Very Good,Kondapur,Hyderabad
OYO 6749 The Royal Nest,2346.0,32.0,1600.0,4.8,4.0,298.0,Very Good,Kondapur,Hyderabad
OYO 41729 Elite Stay JNTU Kukatpally,2641.0,32.0,1801.0,5.2,4.5,3834.0,Excellent,Kondapur,Hyderabad
OYO Townhouse 112 Madhapur,3369.0,32.0,2297.0,4.8,4.2,2660.0,Very Good,Kondapur,Hyderabad
OYO 29779 Park View Inn Deluxe,2534.0,32.0,1728.0,6.3,4.1,479.0,Very Good,Kondapur,Hyderabad
OYO 36267 Aaditya Grand,2219.0,32.0,1513.0,5.5,4.0,699.0,Very Good,Kondapur,Hyderabad
Collection O 18828 Swagath Residency,2090.0,32.0,1420.0,1.2,4.0,2111.0,Very Good,Kondapur,Hyderabad
OYO 7691 Kanha Boutique Hotel,1900.0,32.0,1296.0,3.2,3.8,713.0,Good,Kondapur,Hyderabad
OYO 45707 Comfort Stay Kantivanam Colony,1805.0,32.0,1231.0,2.1,4.2,187.0,Very Good,Kondapur,Hyderabad
OYO 10595 Hotel Mirras,2596.0,32.0,1770.0,5.0,4.2,1346.0,Very Good,Kondapur,Hyderabad
OYO 60120 Elegant Stay Kukatapally,2065.0,32.0,1408.0,4.1,4.5,944.0,Excellent,Kondapur,Hyderabad
SilverKey Executive Stays 17012 Mj Center,2052.0,32.0,1399.0,2.6,4.2,3683.0,Very Good,Kondapur,Hyderabad
OYO 45138 Hady Inn,1432.0,32.0,976.0,2.8,3.4,280.0,Fair,Kondapur,Hyderabad
OYO 33416 Comfort Stay Forum Sujana,1994.0,32.0,1360.0,3.7,4.2,831.0,Very Good,Kondapur,Hyderabad
OYO 13671 Qualia,2202.0,32.0,1501.0,5.1,4.4,496.0,Very Good,Kondapur,Hyderabad
OYO 47332 Hotel Dolphin,2509.0,32.0,1711.0,6.5,4.4,279.0,Very Good,Kondapur,Hyderabad
OYO 14500 Hotel Hill View Guest House,3517.0,54.0,1605.0,5.7,4.5,116.0,Excellent,Kondapur,Hyderabad
OYO 16606 Iconic Living,1777.0,32.0,1212.0,4.4,4.3,304.0,Very Good,Kondapur,Hyderabad
OYO 62215 The Victoria ,2413.0,32.0,1645.0,3.6,3.3,71.0,Fair,Kondapur,Hyderabad
OYO 30151 Golden Hive,1862.0,32.0,1270.0,5.5,4.3,761.0,Very Good,Kondapur,Hyderabad
OYO 11966 Grand Euro Park Hotel,2486.0,32.0,1695.0,5.6,3.5,638.0,Good,Kondapur,Hyderabad
OYO 9004 Qube Inn,2509.0,32.0,1711.0,3.6,3.6,223.0,Good,Kondapur,Hyderabad
Capital O 61839 Scrummys Kondapur Deluxe,2112.0,32.0,1440.0,1.3,4.4,86.0,Very Good,Kondapur,Hyderabad
OYO 16485 Ans Cyber Castle,2491.0,32.0,1699.0,5.0,3.4,246.0,Fair,Kondapur,Hyderabad
Silverkey Executive Stays 36718 Scanda Residency,1998.0,32.0,1363.0,5.0,4.4,1395.0,Very Good,Kondapur,Hyderabad
OYO 46837 Vivid Stay Near Sunshine Hospital,1777.0,32.0,1212.0,5.4,4.5,222.0,Excellent,Kondapur,Hyderabad
OYO 62101 Nature Bliss Stay,2032.0,32.0,1386.0,8.1,4.7,225.0,Excellent,Kondapur,Hyderabad
OYO 36282 Namo Suites Deluxe,2659.0,32.0,1813.0,3.6,4.0,285.0,Very Good,Kondapur,Hyderabad
OYO 7552 Hotel Sky Grand,2546.0,32.0,1736.0,6.5,4.4,380.0,Very Good,Kondapur,Hyderabad
OYO 7707 Corpo Suites,6592.0,32.0,4495.0,5.5,3.1,511.0,Fair,Kondapur,Hyderabad
OYO 33412 Spacious Stay Qutub Shahi Tomb,1796.0,32.0,1225.0,7.9,4.4,360.0,Very Good,Kondapur,Hyderabad
OYO 41679 Sri Balaji Grand Saver,1288.0,32.0,878.0,4.8,3.6,395.0,Good,Kondapur,Hyderabad
OYO 46058 Pleasant Stay Near Moosapet Metro Station,2444.0,32.0,1666.0,7.9,4.5,874.0,Excellent,Kondapur,Hyderabad
OYO 43619 Sahasra Residency Deluxe,2052.0,32.0,1399.0,6.3,4.1,465.0,Very Good,Kondapur,Hyderabad
